WO Nbr / SR Nbr,raw_Comments
7912209303,"CRF Custodian Gurmeet Ram -8683075399 eng balbir 9729835191 CRF Custodian Gurmeet Ram -8683075399 eng balbir 9729835191 eng not responded fss call [Generated by Portal Login: nafiqure Contact: Asad Khan 9930421633 Asadk@fss.co.in] CE IS NOW IN102K02 Loaded the software and IP,TM keys successfully ATM working fine     New Item :2012-2000-8600 New Serial Number :94-51215620 Old Item :2012-2000-8600 Old Serial Number :94-51215620"
7911304399,SR no94-52048061FSO Khaliq - 7251000616TXN Dt.Trx. TimeTXN No Amount22-01-20199.50 TO10.10AM902209005406/47014000Card4357085012817419* NORTHas per mail : Cctv Services <cctv.services@writercorporation.com> cctv footages required LABOUR. APPROVAL AWAITED CE IS NOW IN102K02 Copied the Image and image sant on Mail. New Item :2012-2000-8600 New Serial Number :94-52048061 Old Item :2012-2000-8600 Old Serial Number :94-52048061
7909402580,"# Deployment Activity # Deployment - Centralized Approval # Hitachi Axis SPS and RAM Upgradation SPS Kit to be upgraded, RAM to be installed , Counter Print must be taken , same need to be Updated On M-Audit , EJ Backup to be taken and Confirmation to be taken from Euronet, Post EJ Docket Number to be Collected , Solidcore Docket Number to Be collected , ICs to be Collected ,SPS kit needs to be installed as per the process shared by TSS and screens needs to be captured in M Audit app, before leaving the site engineer has to perform a transaction using chip card and successful transaction screen to be captured in M Audit app as per the tech bulletin released by TSS. # Deployment Activity # Deployment - Centralized Approval # Hitachi Axis SPS and OS Upgradation CE IS NOW IN102K02 CHGC installed the SPS kit ATM working fine New Item :2012-2000-8600 New Serial Number :94-52691942 Old Item :2012-2000-8600 Old Serial Number :94-48503170"
7912304741,"ATM ID - S10A050472001ATM serial no - 94-37467714Address - SBI PO JALALABAD, 142001PUNJAB MOGA PUNJAB 142001 INDIACustodian name - Mr Kamal kumarContact no - 8289049005 ATM slow CE IS NOW IN102M02   perform check disk command tetsted atm ok working fine New Item :5875-0101-7590 New Serial Number :94-37467714 Old Item :5875-0101-7590 Old Serial Number :94-37467714"
7912307597,Atm working slow issue at site Atm working slow issue at site. Remote support already taken from Eng Mandeep 9914141405CRA Kamal 8288006219 [Generated by Portal Login: gobardja Contact: Om Prakash Singha 18001200663 fismofhelpdesk@fisglobal.com] CE IS NOW IN102M02 re start atm run s- bat and perform check disk . currently machine is working fine. inform LR Kamal Handa to take ATM in observation for 48hrs.     New Item :2012-2000-8600 New Serial Number :94-46211798 Old Item :2012-2000-8600 Old Serial Number :94-46211798
7912004180,"DFBP000640018 Contact Person KAMAL HANDA Contact Number 8288006219 Transaction date 5/4/2019, Amount 6000 Transaction number 9134 BEFORE INSTALLATION OF TRANXIT AGENT NEED TO TAKE EJ BACK UP ON PRIORITY. Also informed to engineers before visit the site Kindly confirm the ( Electrical / Power / UPS / Access ) issue from respective FIS LR on given number. Also Uninstall RMM and load Tranxit software.Please use below link to download Tranxit Agent 7.3setup.https://www.dropbox.com/sh/ojq7o810u9mr84s/AABYMf-zuMhynbpWshz7Q4p8a?dl=0 mail from Kumar, Ashish <Ashish.Kumar3@fisglobal.com> # EJ - EJ FIS Tranxit agent 7.3 to be loaded, APPROVAL LABOUR RECEIVED CE IS NOW IN102M02 ej disconnected tranxit agent already installed at site ej docket no is Sbi020519008 New Item :2012-2000-8600 New Serial Number :94-48722208 Old Item :2012-2000-8600 Old Serial Number :94-48722208"
7911702423,"#camera activity call #camera activity call Need cam1 & cam2 footages require, on priority. 8-03-2019_ WHOLE DAY 18-03-2019_ Transaction No :- 829 to 834 21-03-2019_ WHOLE DAY 22-03-2019_ WHOLE DAY 23-03-2019_ Transaction No :- 1844 & 1853 to 1858 & 1870 kindly contact FIS LR : KAMAL HANDA (E3010148)\8288006219 [Generated by Portal Login: singhaut Contact: Raj Rathod 8879039010 Raj.Rathod@fisglobal.com] CE IS NOW IN102M02 call type changed as per remarks images to be copied copy required images in pandrive and send to FIS via upload link. New Item :2012-2000-8600 New Serial Number :94-48722228 Old Item :2012-2000-8600 Old Serial Number :94-48722228"
7907805323,"Hitachi OS Migration from Windows XP To Windows 7 , Hitachi Update IUI 8.05 Update ver 3.08 To be Loaded , EJ to be Pulled By calling HPY EJ HD on 04449037416 , Post Installation Updatelog.txt to be checked and updated on M-AUDIT , EJ Docket No. post installation to be collected and Solidcore Docket Number to be Collected from 022 62175725 . EJ And Solidcore Docket No. is Mandatory #Software Upgradation# Deployment Activity / Deployment -Centralised approval #Hitachi OS Migration CE IS NOW IN102N01 reloaded software. installed sps. base 8.5 and update 3.08. machine working ok. ej docket Ej2504193507. solidcore docket N2704191709V reloaded software. installed sps. base 8.5 and update 3.08. machine working ok. ej docket Ej2504193507. solidcore docket N2704191709V New Item :2012-2000-8600 New Serial Number :94-46868796 Old Item :2012-2000-8600 Old Serial Number :94-46868796"
7912208637,"Software Issue Software Issue as per CRA Amir 7051535456, same inflormed to CE Uzair 9596552800 [Generated by Portal Login: gobardja Contact: atiq imroz 18001200663 fismofhelpdesk@fisglobal.com] CE IS NOW IN132N01 Army site hence eta tomorrow at 1200hrs CE IS NOW IN102N80 Reloaded software successfully. Machine is live and operational. Tested. Working fine New Item :2012-2000-8600 New Serial Number :94-48014354 Old Item :2012-2000-8600 Old Serial Number :94-48014354"
7912004199,"DFBO000722062 Contact Person ADNAN Contact Number 9796725073 Transaction date 9/4/2019, Amount 3000 Transaction number 1874 BEFORE INSTALLATION OF TRANXIT AGENT NEED TO TAKE EJ BACK UP ON PRIORITY. Also informed to engineers before visit the site Kindly confirm the ( Electrical / Power / UPS / Access ) issue from respective FIS LR on given number. Also Uninstall RMM and load Tranxit software.Please use below link to download Tranxit Agent 7.3setup.https://www.dropbox.com/sh/ojq7o810u9mr84s/AABYMf-zuMhynbpWshz7Q4p8a?dl=0 mail from Kumar, Ashish <Ashish.Kumar3@fisglobal.com> # EJ - EJ FIS Tranxit agent 7.3 to be loaded, APPROVAL LABOUR RECEIVED CE IS NOW IN102N01 Loaded transit successfully machine connected to server checked ATM working fine now Loaded transit successfully machine connected to server checked ATM working fine now. Docket no. SBI010519002 New Item :2012-2000-8600 New Serial Number :94-49253580 Old Item :2012-2000-8600 Old Serial Number :94-49253580"
7912201509,Card Reader Issue NCR ENGG MR.ABHEY 9023566633 remote support taken [Generated by Portal Login: kadamr23 Contact: Nanda 022-62843766 IND.PNBIM@dieboldnixdorf.com] CE IS NOW IN102Q04 after rebase line Antiskiming. crd reader working ok.machine tested working fine .txn no 3918. as per cra 500 shortage.but analyse ej log there is no hardware error in ej .     New Item :2012-2000-8600 New Serial Number :94-51211058 Old Item :2012-2000-8600 Old Serial Number :94-51211058
7912100933,"Custodian Mr. Manish Contact 9816590185 From: Kumar, Anil Sent: Wednesday, May 1, 2019 9:48 AM Problem Cash differnce with ATM physical counters reported on dated 30th April 2019.Shortage denomination 500*2 & 100*2 CE IS NOW IN102R80 CE IS NOW IN102Q04 as per analyse ej log there is no hardware error found in ej.advise cra to check cash physically again and take metter with switch team. New Item :2012-2000-8600 New Serial Number :94-52049902 Old Item :2012-2000-8600 Old Serial Number :94-52049902"
7912101458,Branch Person Name & Contact............Mr. Pawan.......9805006276CE Name & Contact................. Mr. Abhay.........Mobile.....9023566633 Error Type.........Card Reader Problem. Card Reader Problem // bRANCH Pawan.......9805006276 CE IS NOW IN132P01 CE IS NOW IN102Q04 after replaced card reader head.card reader working ok.machine tested working fine.txn no 2814 New Item :2012-2000-8600 New Serial Number :94-52049902 Old Item :2012-2000-8600 Old Serial Number :94-52049902
7912307552,Cash shortage of Rs.1500 Denomination 500*3 reported on dated 2nd May 2019. Engineer certify report required. MR. Sunil KumarContact : 980595109 MR. Sunil KumarContact : 980595109 Vinay.Kumar3@ncr.com Cash shortage of Rs.1500 Denomination 500*3 reported on dated 2nd May 2019. Engineer certify report required. CE IS NOW IN102R01   VERIFY THE EJ LOGS AND THERE IS NO ANY ERROR FOUND RELATED TO ATM CURRENCY DISPENSER WHICH RESULTED TO THIS REPORTED CASH SHORTAGE. THERE IS NO ANY DISCREPRANCY FOUND AS PER THE LOGS. ATM WORKING FINE. New Item :6642-2000-8600 New Serial Number :94-44907003 Old Item :6642-2000-8600 Old Serial Number :94-44907003
7912006482,"CRF bm pradeep sharma 9857561754 [Generated by Portal Login: nafiqure Contact: Asad Khan 9930421633 Asadk@fss.co.in] CE IS NOW IN102J04 CE WAS IN102J04 CE IS NOW IN102R80 Visted the site and replace the USB MCRW ATM card reader Successfully done at site. ATM IS DONE OPERATIONAL. TESTED WITH ONLINE TXN. TXN NO. 6984 AMOUNT 1000 , Time 11:25 And VERIFY THE EJ LOGS AND THERE IS NO ANY ERROR FOUND RELATED TO ATM CURRENCY DISPENSER WHICH RESULTED TO THIS REPORTED CASH SHORTAGE. ATM IS WORKING FINE. New Item :2012-2000-8600 New Serial Number :94-48012251 Old Item :2012-2000-8600 Old Serial Number :94-48012251"
7911206051,"Software Security Solution Installation Base IUI 8.05 & FIS BOI update // CE to follow Procedure1. CE to take counter Slip 2. Engg need to call Security application EJ team to pull the EJ’s available in ATM before activitystart (Not applicable for New Installation)EJ Team Number: 080 -46593748/49.4) Before starting the activity CE to login in Admin mode & perform the Telnet for below IP’s & port #Ø 172. 21.214.220 443 (Solidcore)Ø 172. 21.214.222 7300 (HDE Server)Ø 172. 21.214.223 7300 (HDE Server)Note: Post Successful telnet only CE need to start the activity5) Format the Hard disk both (Primary & Secondary)6) Base IUI 8.05 & FIS BOI update7) Once Base is completed CE need to configure the ATM IP details & need to check the telnet forBelow IP’s & Port #8) Telnet to be checkØ 172. 21.214.220 443 (Solidcore)Ø 172. 21.214.222 7300 (HDE Server)Ø 172. 21.214.223 7300 (HDE Server)9) Basis on the successful telnet, Engg can start the update10) Engg need to ask for BIOS password. During this process, Engineer will be asked with followingdetails ATM Serial No, Engg Name, Contact Details, Work Order No etc.FIS team Contact details: - for Solid core and BIOS password080-46593748/4911) Once Update is completed Need to configure the BIOS Password (Mandatory)12) Once installations are successful, Engineer need to call EJ team for Post Docket number. (080-46593747)13) Once EJ docket number received, Engg need to call to Security team along with EJ docketnumber for getting the Solidcore. (080-46593748/49)14) Security team will check and confirm below details before sharing Docket no to Engg· ATM Status· Solidcore parameters on ePO/URL· HDE Status· Txn no (Normal / VG)· Engg need to change BIOS password (Recommended for first time Solidcore /HDE installation only).15) Security team will provide Solidcore Docket No on further successful verification of all requiredparameters.16) HDE Docket number will be shared with NCR team aft #Software upgradation# # Deployment Activity / Deployment -Centralised approvals / FIS BOIDeployment - Centralized Approvals CE IS NOW IN102R80 Visited the site and install the base 8.05 & update 4.06 is successfully done at site. ATM ID ACH9010 , PRE Docket No. & **020519N2123** , POST Docket no. **BOI020519058** SOLIDCORE Docket No. **BOISOL0205193615** Tested with online txn. Txn. No. 313186, Time 16:44, Ministatement, Solidcore activity is successfully done. ATM Working fine. 05-SOFTWARE:50-SOFTWARE:XA-OPERATING SYSTEM/WINDOWS New Item :6642-2000-8600 New Serial Number :94-48142937 Old Item :6642-2000-8600 Old Serial Number :94-48142937"
7912308620,"Custodian Mr. Manish Contact 9816590185 As per mail Kumar, Anil <Anil.Kumar6@ncr.com> Cash differnce with ATM physical counters reported on dated 3th May 2019.Shortage denomination 500*2 & 100*2 CE IS NOW IN102R80   VERIFY THE EJ LOGS AND THERE IS NO ANY ERROR FOUND RELATED TO ATM CURRENCY DISPENSER WHICH RESULTED TO THIS REPORTED CASH SHORTAGE. ATM IS WORKING FINE. New Item :2012-2000-8600 New Serial Number :94-50739323 Old Item :2012-2000-8600 Old Serial Number :94-50739323"
7910606813,"# camera activity and # EJ call # camera activity and # EJ call Need cam 1 & cam 2 footages urgently required15-03-2019_ 17:05 to 17:15_ 312124-03-2019_ 11:50 AM 12:05 PM_ 513608.04.2019_ 10:40 to 10:50 & 18:30 to 18:40_ 984110.04.2019_ 20:15 to 20:30_ 760Kindly co-ordinate with FIS LR : SUKHBIR SINGH (E5552884)\9815184870Kindly Find the below link and download Tranxit agent 7.3https://www.dropbox.com/sh/ojq7o810u9mr84s/AABYMf-zuMhynbpWshz7Q4p8a?dl=0when CE load tranxit agent 7.3 & call on 080-46593747 for confirmation of tranxit connectivity, at the time of visit [Generated by Portal Login: singhaut Contact: Raj Rathod 8879039010 raj.rathod@fisglobal.com] CE IS NOW IN102T01 QUOTATION need to sent required images are not available in ATM as i have already mentioned in previous SR cameras not working from 18march to 18april due to software bug issue..on 18 april reinstall the software and tested cameras Working fine, now tranxit agent loaded successfully and Docket number: SBI010519005 Provided by Mr. Santosh required images are not available in ATM as i have already mentioned in previous SR cameras not working from 18march to 18april due to software bug issue..on 18 april reinstall the software and tested cameras Working fine, now tranxit agent loaded successfully and Docket number: SBI010519005 Provided by Mr. Santosh New Item :2012-2000-8600 New Serial Number :94-48012548 Old Item :2012-2000-8600 Old Serial Number :94-48012548"
7912208182,touch screen issue touch screen issue [Generated by Portal Login: phdicici Contact: Badiruddin 9381945759 icici.phd@hitachi-payments.com] CE IS NOW IN102M02 call schedule due security reasons for 11am on 3 May 2019 CE IS NOW IN102T01 calibrate the touch screen and tested working fine with TXN no 4098 Mini Statement and as per CRA Mr. Rajesh there is one note of 500 is short and i have analysed the EJ logs and event logs there is no fault found and same reported to CRA Mr. Rajesh New Item :2012-2137-8600 New Serial Number :94-55548179 Old Item :2012-2137-8600 Old Serial Number :94-55548179
7912205348,Serial no. 94-54706257Address-- HDFC BANK KAULA PARK SANGRUR . PIN CODE-- 148001.REMARKS-- TXN 2679 DTD 04-01-2019 TO BE CHECKED.CUSTODIAN NAME- SUKHWINDER SINGHMOB. 8196863661. TXN 2679 DTD 04-01-2019 TO BE CHECKED. CE IS NOW IN102U01   Checked the txn.. its cleared withdrawal. Call slip issued to customer New Item :2018-2000-8600 New Serial Number :94-54706257 Old Item :2018-2000-8600 Old Serial Number :94-54706257
7911404276,"BankBranchBranch codeMICR CodePIN CodeSBIIBBAN, Tehsil & distt.Kapurthala51012144002258144601mail from From: Taneja, Chandan 985.572.5577Sent: Wednesday, April 24, 2019 11:54 AM CTS software installation CE IS NOW IN102V01 cts cts software loaded. tested working fine New Item :2012-2000-8600 New Serial Number :99-7911404276 Old Item :<blank> Old Serial Number :<blank>"
7908607319,"# Deployment Activity # Deployment - Centralized Approval # Hitachi Axis SPS Upgradation SPS Kit to be upgraded, EMV, to be installed. Hitachi Axis IUI 8.05 Update Ver 3.08 to be loaded , Counter Print must be taken , same need to be Updated On M-Audit , EJ Backup to be taken and Confirmation to be taken from Euronet, Post EJ Docket Number to be Collected , Solidcore Docket Number to Be collected , ICs to be Collected ,SPS kit needs to be installed as per the process shared by TSS and screens needs to be captured in M Audit app, before leaving the site engineer has to perform a transaction using chip card and successful transaction screen to be captured in M Audit app as per the tech bulletin released by TSS # Deployment Activity # Deployment - Centralized Approval # Hitachi Axis SPS Upgradation CE IS NOW IN102X02 visted the site and os updataed, sps to be installed by hitachi"" atm working fine tasted OK New Item :6642-2000-8600 New Serial Number :94-46208523 Old Item :6642-2000-8600 Old Serial Number :94-46208523"
7910806660,"CE need to call mentioned EJ # from site – L1 -  080-46593747 / L2 – 7305333882 / L3 – 9967142981 / L4 – 8754576609 …. APPROVAL LABOUR RECEIVED, Atm id: DFNP000639006 , co: NITIN DHAWAN (E3011055) - 8288006240 , mail FSC, Projects <Projects.FSC@ncr.com> # ACTIVITY # EJ – FIS TRANXIT ( NEW EJ Software ) to be load at SBI  NCR ATMs. APPROVAL LABOUR RECEIVED. CE IS NOW IN102X02 visted the site and inst the ej sw live txn done amt 5000 ej docket no sbi030519006 atm working fine New Item :2012-2000-8600 New Serial Number :94-46864883 Old Item :2012-2000-8600 Old Serial Number :94-46864883"
7910806685,"CE need to call mentioned EJ # from site – L1 -  080-46593747 / L2 – 7305333882 / L3 – 9967142981 / L4 – 8754576609 …. APPROVAL LABOUR RECEIVED, Atm id: DFNP000600007 , co: SUKHBIR SINGH (E5552884) - 9815184870 , mail FSC, Projects <Projects.FSC@ncr.com> # ACTIVITY # EJ – FIS TRANXIT ( NEW EJ Software ) to be load at SBI  NCR ATMs. APPROVAL LABOUR RECEIVED. CE IS NOW IN102X02 vistedthe site and inst the ej sw live txn done amt 500 ej docket no SBI030519002 atm working fine tasted OK New Item :2012-2000-8600 New Serial Number :94-46864915 Old Item :2012-2000-8600 Old Serial Number :94-46864915"
7912103459,"call logg for card reader issue call logg for card reader issue Cra: Pravashis Nath (8336933807),Eng: Nilavo (9883466133), [Generated by Portal Login: tulokesh Contact: Lokesh TU 9380449181 Lokesh.T@hitachi-payments.com] CE IS NOW IN103A01 At site system to be checked. logs to be collected. hence call type change to sysm.   Checked necessary hardware logs and system. Reconfigure software and reset Card reader Track 2. Atm tested OK. working fine. txn no- balance inquiry done. New Item :2012-2125-8600 New Serial Number :94-48032919 Old Item :2012-2125-8600 Old Serial Number :94-48032919"
7912104500,need to be call log for machine not coming in service as per cra Jayanta 8017983111 need to be call log for machine not coming in service//same confirmed with eng Nilvo 9883466133 [Generated by Portal Login: ganebark Contact: Ganesh Barkade 020 - 6735014 ganesh.barkade@tatacommunications.com] CE IS NOW IN103A01 Reschedule the call for tomorrow 14.00 hrs due to custodian reason and change call type 1 to 4. At site system to be checked. logs to be collected. hence call type change to sysm Checked necessary hardware logs and system. reconfigure software. atm tested OK. working fine. txn no- 100 rs withdraw. New Item :2012-2000-8600 New Serial Number :94-48139525 Old Item :2012-2000-8600 Old Serial Number :94-48139525
7911202609,"""#Software upgradation# # Deployment Activity / Deployment -Centralised approvals / FIS BOI Archana.SHINDE@ncr.comDeployment - Centralized Approvals"" ""#Software upgradation# # Deployment Activity / Deployment -Centralised approvals / FIS BOI Archana.SHINDE@ncr.com CE IS NOW IN103A01 Centralised approval. Loaded software. Base- 8.05. Update- 4.06. Atm tested OK. working fine. txn no- 295724, balance inquiry. EJ docket no- BOI01051043, provided by Sankar. Solidcore docket no- BOISOL0105190763, provided by Prasanth. New Item :2012-2120-8600 New Serial Number :94-54065571 Old Item :2012-2120-8600 Old Serial Number :94-54065571"
7912306682,SOFTWARE ISSUE CALL NEED TO BE LOGGED FOR SOFTWARE ISSUE ENG.SURAJIT 9330156177 BY FLM RAJA 8335059685 CE NO CONT BUSY [Generated by Portal Login: chavdadi Contact: Dilip Chavda 8655080205 dilip.chavda@tatacommunications.com] CE IS NOW IN103B04 As site visited for wrong call logged by FLM hence call type changed to CHGF   When visited the site found the ATM was operational and successful transaction happening at site. Wrong call logged at site. New Item :2012-2000-8600 New Serial Number :94-48499513 Old Item :2012-2000-8600 Old Serial Number :94-48499513
7909908951,"FIS UNBI Software Security Solution Installation Procedure1) Engg need to follow this procedure Mandatory2) CE need to take the Counter Slip from the machine EJdata.LOG file & OLD EJ back up and IPdetails [C://program files/NCR Aptra/ Advance NDC/ Data/EJ Data. Log]3) Engg need to call Security application EJ team to pull the EJ’s available in ATM before activitystart (Not applicable for New Installation)EJ Team Number: 080 -46593748/49.4) Before starting the activity CE to login in Admin mode & perform the Telnet for below IP’s & port #? 172. 21.214.220 443 (Solidcore)? 172. 21.214.222 7300 (HDE Server)? 172. 21.214.223 7300 (HDE Server)Note: Post Successful telnet only CE need to start the activity5) Format the Hard disk both (Primary & Secondary)6) Base IUI 8.05 & FIS UNBI 6.01 update7) Once Base is completed CE need to configure the ATM IP details & need to check the telnet forBelow IP’s & Port #8) Telnet to be check? 172. 21.214.220 443 (Solidcore)? 172. 21.214.222 7300 (HDE Server)? 172. 21.214.223 7300 (HDE Server)9) Basis on the successful telnet, Engg can start the update10) Engg need to ask for BIOS password. During this process, Engineer will be asked with followingdetails ATM Serial No, Engg Name, Contact Details, Work Order No etc.FIS team Contact details: - for Solid core and BIOS password080-46593748/4911) Once Update is completed Need to configure the BIOS Password (Mandatory)12) Once installations are successful, Engineer need to call EJ team for Post Docket number. (080-46593747)13) Once EJ docket number received, Engg need to call to Security team along with EJ docketnumber for getting the Solidcore. (080-46593748/49)14) Security team will check and confirm below details before sharing Docket no to Engg• ATM Status• Solidcore parameters on ePO/URL• HDE Status• Txn no (Normal / VG)• Engg need to change BIOS password (Recommended for first time Solidcore /HDE installation only).15) Sec #Software upgradation# # Deployment Activity / Deployment -Centralised approvals /FIS - Security Solution Project - UNBI & KBL mail Received from M, Erajeswari <Erajeswari.S@ncr.com> on dated Tue 4/9/2019 12:01 PM *# JP to be disabled #* emv software loaded and hdd encryption done. emv software loaded and hdd encryption done. New Item :2012-2000-8600 New Serial Number :94-48503508 Old Item :2012-2000-8600 Old Serial Number :94-48503508"
7909909345,"FIS UNBI Software Security Solution Installation Procedure1) Engg need to follow this procedure Mandatory2) CE need to take the Counter Slip from the machine EJdata.LOG file & OLD EJ back up and IPdetails [C://program files/NCR Aptra/ Advance NDC/ Data/EJ Data. Log]3) Engg need to call Security application EJ team to pull the EJ’s available in ATM before activitystart (Not applicable for New Installation)EJ Team Number: 080 -46593748/49.4) Before starting the activity CE to login in Admin mode & perform the Telnet for below IP’s & port #? 172. 21.214.220 443 (Solidcore)? 172. 21.214.222 7300 (HDE Server)? 172. 21.214.223 7300 (HDE Server)Note: Post Successful telnet only CE need to start the activity5) Format the Hard disk both (Primary & Secondary)6) Base IUI 8.05 & FIS UNBI 6.01 update7) Once Base is completed CE need to configure the ATM IP details & need to check the telnet forBelow IP’s & Port #8) Telnet to be check? 172. 21.214.220 443 (Solidcore)? 172. 21.214.222 7300 (HDE Server)? 172. 21.214.223 7300 (HDE Server)9) Basis on the successful telnet, Engg can start the update10) Engg need to ask for BIOS password. During this process, Engineer will be asked with followingdetails ATM Serial No, Engg Name, Contact Details, Work Order No etc.FIS team Contact details: - for Solid core and BIOS password080-46593748/4911) Once Update is completed Need to configure the BIOS Password (Mandatory)12) Once installations are successful, Engineer need to call EJ team for Post Docket number. (080-46593747)13) Once EJ docket number received, Engg need to call to Security team along with EJ docketnumber for getting the Solidcore. (080-46593748/49)14) Security team will check and confirm below details before sharing Docket no to Engg• ATM Status• Solidcore parameters on ePO/URL• HDE Status• Txn no (Normal / VG)• Engg need to change BIOS password (Recommended for first time Solidcore /HDE installation only).15) Sec #Software upgradation# # Deployment Activity / Deployment -Centralised approvals /FIS - Security Solution Project - UNBI & KBL mail Received from M, Erajeswari <Erajeswari.S@ncr.com> on dated Tue 4/9/2019 12:01 PM CE IS NOW IN126Q02 As site visited as per customer requirements hence call attended on chargeable basis. At site Ej back up taken. Telnet done at mentioned three IP. Pre Ej docket No collected. No. 050119N27119. Confirmed by Mr.Indrajit. Both Hard disk formatted. Loaded IUI 8.05 with FIS update 6.01. Post base loading again telnet done successfully. Completed the Activity called Mr.Guruprasad for EMV download. As per him he will inform switch for download some time later and asked me to leave the site. Post Ej docket No collected. No. UNI010519025 from Mr.Santosh. Solid core docket No collected from Anil. Docket No. UNBISOL0105196540. Now tested ATM is working fine. New Item :2012-2000-8600 New Serial Number :94-48725465 Old Item :2012-2000-8600 Old Serial Number :94-48725465"
7910804407,"Rajpur KolkataMr. Prabal 7980565518CHGI Call for EMV testing for below ATMs.APPROVAL Bhattacharya, Siddhartha <Siddhartha.Bhattacharya@ncr.com>as per mail Singh, Gagan Deep <Gagan.Singh@ncr.com> CHGI Call for EMV testing for below ATMs. CE IS NOW IN103B04 As [per remarks call closed As [per remarks call closed New Item :2012-2000-8600 New Serial Number :94-52688341 Old Item :2012-2000-8600 Old Serial Number :94-52688341"
7912102098,call logg for card reader issue call logg for card reader issue SWAPAN KUMAR SAHA - 08584069889 Eng. Subhojit 9903002092 [Generated by Portal Login: tulokesh Contact: Lokesh TU 9380449181 Lokesh.T@hitachi-payments.com] CE IS NOW IN103C02 clear the custom.bat file and downloadtaken issue gets resolved.     New Item :2012-2000-8600 New Serial Number :94-46867847 Old Item :2012-2000-8600 Old Serial Number :94-46867847
7912205257,"CALL LOG FOR SOFTWARE ISSUE [Generated by Portal Login: gohilmon Contact: Mona Gohil 022-71016930 ags.monitoring@agsindia.com] CE IS NOW IN103C02 CE WAS IN103C02 as its branch lobby atm and branch now closed, call will be attend on tomorrow once the branch access is available. reconfigure the software tested and found ok. balance inquiry done by Branch Manager. New Item :6642-2000-8600 New Serial Number :94-48142997 Old Item :6642-2000-8600 Old Serial Number :94-48142997"
7909404919,"# Deployment Activity # Deployment - Centralized Approval # Hitachi Axis SPS and RAM Upgradation SPS Kit to be upgraded, RAM to be installed , Counter Print must be taken , same need to be Updated On M-Audit , EJ Backup to be taken and Confirmation to be taken from Euronet, Post EJ Docket Number to be Collected , Solidcore Docket Number to Be collected , ICs to be Collected ,SPS kit needs to be installed as per the process shared by TSS and screens needs to be captured in M Audit app, before leaving the site engineer has to perform a transaction using chip card and successful transaction screen to be captured in M Audit app as per the tech bulletin released by TSS. # Deployment Activity # Deployment - Centralized Approval # Hitachi Axis SPS and OS Upgradation CE IS NOW IN126N03 this was os migration call os migration done sucessfull at side &amp; pre ej confirmation taken from arun &amp; post ej docket no 3881 collect from arun &amp; solid core docket no is N02051926643 New Item :2012-2000-8600 New Serial Number :94-48503128 Old Item :2012-2000-8600 Old Serial Number :94-48503128"
7909909073,"FIS UNBI Software Security Solution Installation Procedure1) Engg need to follow this procedure Mandatory2) CE need to take the Counter Slip from the machine EJdata.LOG file & OLD EJ back up and IPdetails [C://program files/NCR Aptra/ Advance NDC/ Data/EJ Data. Log]3) Engg need to call Security application EJ team to pull the EJ’s available in ATM before activitystart (Not applicable for New Installation)EJ Team Number: 080 -46593748/49.4) Before starting the activity CE to login in Admin mode & perform the Telnet for below IP’s & port #? 172. 21.214.220 443 (Solidcore)? 172. 21.214.222 7300 (HDE Server)? 172. 21.214.223 7300 (HDE Server)Note: Post Successful telnet only CE need to start the activity5) Format the Hard disk both (Primary & Secondary)6) Base IUI 8.05 & FIS UNBI 6.01 update7) Once Base is completed CE need to configure the ATM IP details & need to check the telnet forBelow IP’s & Port #8) Telnet to be check? 172. 21.214.220 443 (Solidcore)? 172. 21.214.222 7300 (HDE Server)? 172. 21.214.223 7300 (HDE Server)9) Basis on the successful telnet, Engg can start the update10) Engg need to ask for BIOS password. During this process, Engineer will be asked with followingdetails ATM Serial No, Engg Name, Contact Details, Work Order No etc.FIS team Contact details: - for Solid core and BIOS password080-46593748/4911) Once Update is completed Need to configure the BIOS Password (Mandatory)12) Once installations are successful, Engineer need to call EJ team for Post Docket number. (080-46593747)13) Once EJ docket number received, Engg need to call to Security team along with EJ docketnumber for getting the Solidcore. (080-46593748/49)14) Security team will check and confirm below details before sharing Docket no to Engg• ATM Status• Solidcore parameters on ePO/URL• HDE Status• Txn no (Normal / VG)• Engg need to change BIOS password (Recommended for first time Solidcore /HDE installation only).15) Sec #Software upgradation# # Deployment Activity / Deployment -Centralised approvals /FIS - Security Solution Project - UNBI & KBL mail Received from M, Erajeswari <Erajeswari.S@ncr.com> on dated Tue 4/9/2019 12:01 PM *# JP to be disabled #* this was chargeable activity load IUI 8.05 &amp; update 6.1 sucessfully at side now atm made operational required docket nos are mentioned in sr remarks New Item :2012-2000-8600 New Serial Number :94-48503522 Old Item :2012-2000-8600 Old Serial Number :94-48503522"
